uuid, AuthorYear,Include,BiasRating,N,StatType,StatTypeDetails,ModelDescription,StatGrouping,,Stat,CILow,CIHigh,SE,T-Ratio,Wald,PValue,Statistic from Largest Model,Table,ModelNumber,Finding In Abstract?,PreventativeOrRecovery,OutcomeType,OutcomeSubType,OutcomeScale,OutcomeScaleDetails,OutcomeDetails,Outcome Directionality,ToInvert,OutcomeNotes,Outcome Measured at Baseline?,ExposureCategory,Exposure,Exposure - Additional Notes,Exposure Measured at Baseline,Summary (SI),Notes,CountryPopulation,Design (F/U Period),Description of Quality/Bias,Reference
5f3578f6-ea90-4456-aeff-a90b4b3293c5,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-low (Ref),,,,1.00,,,,,,na,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,RSA,Religious Service Attendance,,,,,,,,
72cfc134-3dc3-4b74-8b5d-9d12ca99f5cd,Bailey et al. 2015,yes,Low / Moderate,387?,OR,high-high,,OR,,1.02,0.65,1.6,,,,>0.05,,5,,yes,recovery,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,TRUE,,,R/S,Religious Importance,,,,,,,,
32720f65-8435-4ebf-8162-7e28e3245935,Bailey et al. 2015,no,Low / Moderate,387?,OR,high-low,,,,1.00,0.52,1.95,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious Importance,,,,,,,,
9edba0b1-16e6-4dd6-b397-72edc3202773,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-high,,,,1.02,0.49,2.13,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious Importance,,,,,,,,
1ec1baca-7e38-4ea2-966b-959aebf73745,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-low (Ref),,,,1.00,,,,,,na,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious Importance,,,,,,,,
e779e1ac-011e-4d9b-978d-42606b8804d2,Bailey et al. 2015,yes,Low / Moderate,387?,OR,high-high,,OR,,1.52,0.88,2.63,,,,>0.05,,5,,yes,recovery,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,TRUE,,,R/S,Spiritual Importance,,,,,,,,
764082fd-f40b-454b-8c82-16784437c994,Bailey et al. 2015,no,Low / Moderate,387?,OR,high-low,,,,1.56,0.62,3.65,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Spiritual Importance,,,,,,,,
df07f7e2-6baf-49ff-8942-b59285687adc,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-high,,,,1.26,0.57,2.65,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Spiritual Importance,,,,,,,,
ba43aaed-ccd6-475c-bb06-3559dc810ac5,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-low (Ref),,,,1.00,,,,,,na,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Spiritual Importance,,,,,,,,
e575c869-578e-4132-b235-ce0a1f3213ab,Bailey et al. 2015,yes,Low / Moderate,387?,OR,high-high,,OR,,0.98,0.64,1.49,,,,>0.05,,5,,yes,recovery,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,TRUE,,,R/S,Religious/Spiritual Comfort Seeking,,,,,,,,
9e7e9f18-d2b2-4190-9842-62f992ef1fc5,Bailey et al. 2015,no,Low / Moderate,387?,OR,high-low,,,,0.82,0.45,1.5,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Comfort Seeking,,,,,,,,
0311b4d1-fa9a-4b06-913a-33bbb4922691,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-high,,,,0.81,0.45,1.48,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Comfort Seeking,,,,,,,,
8e8eab12-fe91-41bc-b07d-b902d2067948,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-low (Ref),,,,1.00,,,,,,na,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Comfort Seeking,,,,,,,,
3907d14e-aab0-48d1-9c45-3ccfdc9355ba,Bailey et al. 2015,yes,Low / Moderate,387?,OR,high-high,,OR,,1.23,0.81,1.86,,,,>0.05,,5,,yes,recovery,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,TRUE,,,R/S,Religious/Spiritual Decision Making,,,,,,,,
7943a7b2-4cf4-4c90-b382-08c472e52398,Bailey et al. 2015,no,Low / Moderate,387?,OR,high-low,,,,1.39,0.79,2.44,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Decision Making,,,,,,,,
095ff9ce-a4b8-4aea-8fba-c62297ef37e9,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-high,,,,1.25,0.71,2.22,,,,>0.05,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Decision Making,,,,,,,,
063c192c-ada6-4fa8-82c3-1327a628b043,Bailey et al. 2015,no,Low / Moderate,387?,OR,low-low (Ref),,,,1.00,,,,,,na,,5,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued) - Unsuccessful,Unsuccessful Quit Attempt,need to invert,,,,R/S,Religious/Spiritual Decision Making,,,,,,,,
67a3308b-173d-47c2-8d64-accd9ff9ef63,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,,,1.040,,,,,,>0.05,,3,1,,,Substance Use,Prescription Drugs,Dichotomous,Use (Started/Used),Any prescription drugs,,,,,RSA,Religious Service Attendance,RSA at baseline,,,,,,,
a81c34f7-1314-480e-8553-572daf16dd22,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,t2-t1; longitudinal logistic,,,,1.020,,,,,,>0.05,,3,1,,,Substance Use,Prescription Drugs,Dichotomous,Use (Started/Used),Any prescription drugs,,,,,RSA,Religious Service Attendance,increased their level of RSA over the study period,,,,,,,
8cf666e6-59cf-4b56-a3d4-ce0f5fd7f775,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,,,0.970,,,,,,>0.05,,3,2,,,Substance Use,Pain Relievers,Dichotomous,Use (Started/Used),Pain Relievers,,,,,RSA,Religious Service Attendance,RSA at baseline,,,,,,,
c40ddcf2-48c5-41e2-adb0-be352475fd04,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,t2-t1; longitudinal logistic,,,,1.040,,,,,,>0.05,,3,2,,,Substance Use,Pain Relievers,Dichotomous,Use (Started/Used),Pain Relievers,,,,,RSA,Religious Service Attendance,increased their level of RSA over the study period,,,,,,,
23450d43-d11d-4195-a758-0eaa6a357e72,Burdette et al. 2018,yes,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,OR,,0.740,,,,,,<0.001,,3,3,yes,preventative,Substance Use,Drugs,Dichotomous,Use (Started/Used),Illicit drug use,,,inclusive of marijuana,,RSA,Religious Service Attendance,RSA at baseline,,"Religious attendance at baseline reduces the odds of illicit drug use [OR=0.74, p<0.001]",,US Mothers from the Fragile Families and Child Wellbeing Study,Prospective cohort study (9 years),"Controlled for baseline outcomes and multiple potential confounders (SES, immigration status, marital status, etc.).",
9ec02c22-bb19-413c-91dd-438d18304ead,Burdette et al. 2018,yes,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,OR,,0.970,,,,,,>0.05,,3,3,yes,preventative,Substance Use,Drugs,Dichotomous,Use (Started/Used),Illicit drug use,,,inclusive of marijuana,,R/S,Religious Salience,at baseline,,,,,,,
fa254a82-20f5-4a85-af98-97b8f9048a8d,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,t2-t1; longitudinal logistic,,,,0.840,,,,,,>0.05,,3,3,,,Substance Use,Drugs,Dichotomous,Use (Started/Used),Illicit drug use,,,,,RSA,Religious Service Attendance,increased their level of RSA over the study period,,Respondents who increased their level of religious attendance over the study period also tended to exhibit a concurrent reduction in the odds of illicit drug use.,,US Mothers from the Fragile Families and Child Wellbeing Study,Prospective cohort study (9 years),"Controlled for baseline outcomes and multiple potential confounders (SES, immigration status, marital status, etc.).",
f6168a2e-7a40-44b6-92e2-bf459533d20a,Burdette et al. 2018,yes,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,OR,,0.780,,,,,,<0.01,,3,4,no,preventative,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Marijuana,,,,,RSA,Religious Service Attendance,RSA at baseline,,"Religious attendance at baseline reduces the odds of marijuana use [OR=0.78, p<0.01]",,US Mothers from the Fragile Families and Child Wellbeing Study,Prospective cohort study (9 years),"Controlled for baseline outcomes and multiple potential confounders (SES, immigration status, marital status, etc.).",
060cb1a3-7210-41d5-b058-9ef41431f421,Burdette et al. 2018,yes,Low / Moderate,"3,176",OR,baseline; longitudinal logistic,,OR,,0.930,,,,,,>0.05,,3,4,no,preventative,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Marijuana,,,,,R/S,Religious Salience,RSA at baseline,,"Religious attendance at baseline reduces the odds of marijuana use [OR=0.78, p<0.01]",,US Mothers from the Fragile Families and Child Wellbeing Study,Prospective cohort study (9 years),"Controlled for baseline outcomes and multiple potential confounders (SES, immigration status, marital status, etc.).",
b627f0b2-95a8-4179-8888-fe13ac8d7675,Burdette et al. 2018,no,Low / Moderate,"3,176",OR,t2-t1; longitudinal logistic,,,,0.900,,,,,,>0.05,,3,4,,,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Marijuana,,,,,RSA,Religious Service Attendance,increased their level of RSA over the study period,,,,US Mothers from the Fragile Families and Child Wellbeing Study,Prospective cohort study (9 years),"Controlled for baseline outcomes and multiple potential confounders (SES, immigration status, marital status, etc.).",
abffbba2-ea0a-4a7f-9781-a94f089c45a8,Chen and VanderWeele 2018,yes,Low / Moderate,"5,681",RR,,,RR,,0.830,0.78,0.88,,,,<0.0019,yes,2,At Least Once per Week vs. Never,yes,preventative,Substance Use,Marijuana,Dichotomous,Use (Active?),Marijuana,,,,,RSA,Religious Service Attendance,At Least Once per Week vs. Never,,"Compared with no attendance, at least weekly attendance of religious services was associated with lower probabilities of many harmful health behaviors: marijuana use [RR=0.83 (95% CI: 0.78, 0.88), p<0.0019]",,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
d47f256b-9dfc-4878-8717-9eaa0cc2f0a9,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,0.990,0.93,1.04,,,,>0.05,yes,2,Less Than Once per Week vs. Never,,,Substance Use,Marijuana,Dichotomous,Use (Active?),Marijuana,,,,,RSA,Religious Service Attendance,Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
9d1b3f26-fb2c-4501-a156-00129a8ea95d,Chen and VanderWeele 2018,yes,Low / Moderate,"5,681",OR,,,OR,,0.670,0.55,0.77,,,,<0.0019,yes,2,At Least Once per Week vs. Never,no,preventative,Substance Use,Drugs,Dichotomous,Use (Active?),Any other illicit drug use,,,,,RSA,Religious Service Attendance,At Least Once per Week vs. Never,,"Compared with no attendance, at least weekly attendance of religious services was associated with lower probabilities of many harmful health behaviors: marijuana use other explicit drug use [RR=0.67 (95% CI: 0.55, 0.81), p<0.0019]",,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
98b356a1-ac55-4d1c-9d19-75bde53bb165,Chen and VanderWeele 2018,no,Low / Moderate,,OR,,,,,0.920,0.75,1.13,,,,>0.05,yes,2,Less Than Once per Week vs. Never,,,Substance Use,Drugs,Dichotomous,Use (Active?),Any other illicit drug use,,,,,RSA,Religious Service Attendance,Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
3199542f-e9f6-4e2b-8fdc-451ce46a52ee,Chen and VanderWeele 2018,yes,Low / Moderate,"5,681",RR,,,RR,,0.850,0.76,0.96,,,,<0.01,yes,2,At Least Once per Week vs. Never,no,preventative,Substance Use,Smoking,Dichotomous,Use (Active?),Cigarette smoking,,,,,RSA,Religious Service Attendance,At Least Once per Week vs. Never,,"Compared with no attendance, at least weekly attendance of religious services was associated with lower probabilities of many harmful health behaviors: marijuana use cigarette smoking [RR=0.85 (95% CI: 0.76, 0.96), p<0.01]",,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
96661e02-1b4b-4842-8545-e5c3c773c37f,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,0.990,0.88,1.11,,,,>0.05,yes,2,Less Than Once per Week vs. Never,,,Substance Use,Smoking,Dichotomous,Use (Active?),Cigarette smoking,,,,,RSA,Religious Service Attendance,Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
13fb95c0-7237-479a-9ed4-a6c6988d7c50,Chen and VanderWeele 2018,yes,Low / Moderate,"5,681",RR,,,RR,,0.970,0.87,1.07,,,,>0.05,yes,2,At Least Once per Week vs. Never,no,preventative,Substance Use,Alcohol,Dichotomous,Use (Active?),Frequent binge drinking,,,,,RSA,Religious Service Attendance,At Least Once per Week vs. Never,,"No significant finding for differences in frequent binge drinking [RR=0.97 (95% CI: 0.87, 1.07)]",,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
41fda928-5eb9-48ab-847c-9e80a8848a50,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,1.050,0.95,1.17,,,,>0.05,yes,2,Less Than Once per Week vs. Never,,,Substance Use,Alcohol,Dichotomous,Use (Active?),Frequent binge drinking,,,,,RSA,Religious Service Attendance,Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
41256b1e-0b9d-442c-991b-77159e1505ea,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,0.840,0.74,0.95,,,,<0.0019,yes,2,At Least Once per Week vs. Never,,,Substance Use,Prescription Drug Misuse,Dichotomous,Use (Active?),Prescription Drug Misuse,,,,,RSA,Religious Service Attendance,At Least Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
2be175f3-94e8-41ba-bb5f-777bc5ed14d6,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,1.020,0.9,1.15,,,,>0.05,yes,2,Less Than Once per Week vs. Never,,,Substance Use,Prescription Drug Misuse,Dichotomous,Use (Active?),Prescription Drug Misuse,,,,,RSA,Religious Service Attendance,Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
94ccd42f-de83-4bea-a748-b201abdb986d,Chen and VanderWeele 2018,no,Low / Moderate,"5,681",RR,,,,,0.98,0.86,1.11,,,,>0.05,yes,3,,,,Substance Use,Smoking,Dichotomous,Use (Started/Used ?),Cigarette smoking,,,Dichotomized,,R/S,Prayer (frequency),Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
00b57fdc-f876-4d1b-9e74-34db2d7c655d,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,0.99,0.88,1.12,,,,>0.05,yes,3,,,,Substance Use,Smoking,Dichotomous,Use (Started/Used ?),Cigarette smoking,,,Dichotomized,,R/S,Prayer (frequency),1–6 Times per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
36596c4a-3706-46fc-8dda-0d7b820d57a7,Chen and VanderWeele 2018,yes,Low / Moderate,,RR,,,RR,,0.89,0.78,1,,,,<0.05,yes,3,,no,preventative,Substance Use,Smoking,Dichotomous,Use (Started/Used ?),Cigarette smoking,,,Dichotomized,,R/S,Prayer (frequency),Once per Day or More vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
54bc48f3-2705-452a-bdf6-91f23aa507b2,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,0.97,0.87,1.09,,,,>0.05,yes,3,,,,Substance Use,Alcohol,Dichotomous,Use (Started/Used ?),Frequent binge drinking,,,Dichotomized,,R/S,Prayer (frequency),Less Than Once per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
067cde77-6198-4bb4-a8ad-ba9db0c724f7,Chen and VanderWeele 2018,no,Low / Moderate,,RR,,,,,1.00,0.9,1.1,,,,>0.05,yes,3,,,,Substance Use,Alcohol,Dichotomous,Use (Started/Used ?),Frequent binge drinking,,,Dichotomized,,R/S,Prayer (frequency),1–6 Times per Week vs. Never,,,,US Children of nurses 12- 17 from the Growing Up Today Study,Prospective cohort study (13 years),,
